-0.497500 5.000000 1.183216 29.000000
-0.492500 5.000000 1.183216 29.000000
-0.487500 5.000000 1.183216 29.000000
-0.482500 5.000000 1.183216 29.000000
-0.477500 5.000000 1.183216 29.000000
-0.472500 5.000000 1.183216 29.000000
-0.467500 5.000000 1.183216 29.000000
-0.462500 5.000000 1.183216 29.000000
-0.457500 5.000000 1.183216 29.000000
-0.452500 5.000000 1.183216 29.000000
-0.447500 5.000000 1.183216 29.000000
-0.442500 5.000000 1.183216 29.000000
-0.437500 5.000000 1.183216 29.000000
-0.432500 5.000000 1.183216 29.000000
-0.427500 5.000000 1.183216 29.000000
-0.422500 5.000000 1.183216 29.000000
-0.417500 5.000000 1.183216 29.000000
-0.412500 5.000000 1.183216 29.000000
-0.407500 5.000000 1.183216 29.000000
-0.402500 5.000000 1.183216 29.000000
-0.397500 5.000000 1.183216 29.000000
-0.392500 5.000000 1.183216 29.000000
-0.387500 5.000000 1.183216 29.000000
-0.382500 5.000000 1.183216 29.000000
-0.377500 5.000000 1.183216 29.000000
-0.372500 5.000000 1.183216 29.000000
-0.367500 5.000000 1.183216 29.000000
-0.362500 5.000000 1.183216 29.000000
-0.357500 5.000000 1.183216 29.000000
-0.352500 5.000000 1.183216 29.000000
-0.347500 5.000000 1.183216 29.000000
-0.342500 5.000000 1.183216 29.000000
-0.337500 5.000000 1.183216 29.000000
-0.332500 5.000000 1.183216 29.000000
-0.327500 5.000000 1.183216 29.000000
-0.322500 5.000000 1.183216 29.000000
-0.317500 5.000000 1.183216 29.000000
-0.312500 5.000000 1.183216 29.000000
-0.307500 5.000000 1.183216 29.000000
-0.302500 5.000000 1.183216 29.000000
-0.297500 5.000000 1.183216 29.000000
-0.292500 5.000000 1.183216 29.000000
-0.287500 5.000000 1.183216 29.000000
-0.282500 5.000000 1.183216 29.000000
-0.277500 5.000000 1.183216 29.000000
-0.272500 5.000000 1.183216 29.000000
-0.267500 5.000000 1.183216 29.000000
-0.262500 5.000000 1.183216 29.000000
-0.257500 5.000000 1.183216 29.000000
-0.252500 5.000000 1.183216 29.000000
-0.247500 5.000000 1.183216 29.000000
-0.242500 5.000000 1.183216 29.000000
-0.237500 5.000000 1.183216 29.000000
-0.232500 5.000000 1.183216 29.000000
-0.227500 5.000000 1.183216 29.000000
-0.222500 5.000000 1.183216 29.000000
-0.217500 5.000000 1.183216 29.000000
-0.212500 5.000000 1.183216 29.000000
-0.207500 5.000000 1.183216 29.000000
-0.202500 5.000000 1.183216 29.000000
-0.197500 5.000000 1.183216 29.000000
-0.192500 5.000000 1.183216 29.000000
-0.187500 5.000000 1.183216 29.000000
-0.182500 5.000000 1.183216 29.000000
-0.177500 5.000000 1.183216 29.000000
-0.172500 5.000000 1.183216 29.000000
-0.167500 5.000000 1.183216 29.000000
-0.162500 5.000000 1.183216 29.000000
-0.157500 5.000000 1.183216 29.000000
-0.152500 5.000000 1.183216 29.000000
-0.147500 5.000000 1.183216 29.000000
-0.142500 5.000000 1.183216 29.000000
-0.137500 5.000000 1.183216 29.000000
-0.132500 5.000000 1.183216 29.000000
-0.127500 5.000000 1.183216 29.000000
-0.122500 5.000000 1.183216 29.000000
-0.117500 5.000000 1.183216 29.000000
-0.112500 5.000000 1.183216 29.000000
-0.107500 5.000000 1.183216 29.000000
-0.102500 5.000000 1.183216 29.000000
-0.097500 5.000000 1.183216 29.000000
-0.092500 5.000000 1.183216 29.000000
-0.087500 5.000000 1.183216 29.000000
-0.082500 5.000000 1.183216 29.000000
-0.077500 5.000000 1.183216 29.000000
-0.072500 5.000000 1.183216 29.000000
-0.067500 5.000000 1.183216 29.000000
-0.062500 5.000000 1.183216 29.000000
-0.057500 5.000000 1.183216 29.000000
-0.052500 5.000000 1.183216 29.000000
-0.047500 5.000000 1.183216 29.000000
-0.042500 5.000000 1.183216 29.000000
-0.037500 5.000000 1.183216 29.000000
-0.032500 5.000000 1.183216 29.000000
-0.027500 5.000000 1.183216 29.000000
-0.022500 5.000000 1.183216 29.000000
-0.017500 5.000000 1.183216 29.000000
-0.012500 5.000000 1.183216 29.000000
-0.007500 5.000000 1.183216 29.000000
-0.002500 5.000000 1.183216 29.000000
0.002500 1.000000 5.916080 1.000000
0.007500 1.000000 5.916080 1.000000
0.012500 1.000000 5.916080 1.000000
0.017500 1.000000 5.916080 1.000000
0.022500 1.000000 5.916080 1.000000
0.027500 1.000000 5.916080 1.000000
0.032500 1.000000 5.916080 1.000000
0.037500 1.000000 5.916080 1.000000
0.042500 1.000000 5.916080 1.000000
0.047500 1.000000 5.916080 1.000000
0.052500 1.000000 5.916080 1.000000
0.057500 1.000000 5.916080 1.000000
0.062500 1.000000 5.916080 1.000000
0.067500 1.000000 5.916080 1.000000
0.072500 1.000000 5.916080 1.000000
0.077500 1.000000 5.916080 1.000000
0.082500 1.000000 5.916080 1.000000
0.087500 1.000000 5.916080 1.000000
0.092500 1.000000 5.916080 1.000000
0.097500 1.000000 5.916080 1.000000
0.102500 1.000000 5.916080 1.000000
0.107500 1.000000 5.916080 1.000000
0.112500 1.000000 5.916080 1.000000
0.117500 1.000000 5.916080 1.000000
0.122500 1.000000 5.916080 1.000000
0.127500 1.000000 5.916080 1.000000
0.132500 1.000000 5.916080 1.000000
0.137500 1.000000 5.916080 1.000000
0.142500 1.000000 5.916080 1.000000
0.147500 1.000000 5.916080 1.000000
0.152500 1.000000 5.916080 1.000000
0.157500 1.000000 5.916080 1.000000
0.162500 1.000000 5.916080 1.000000
0.167500 1.000000 5.916080 1.000000
0.172500 1.000000 5.916080 1.000000
0.177500 1.000000 5.916080 1.000000
0.182500 1.000000 5.916080 1.000000
0.187500 1.000000 5.916080 1.000000
0.192500 1.000000 5.916080 1.000000
0.197500 1.000000 5.916080 1.000000
0.202500 1.000000 5.916080 1.000000
0.207500 1.000000 5.916080 1.000000
0.212500 1.000000 5.916080 1.000000
0.217500 1.000000 5.916080 1.000000
0.222500 1.000000 5.916080 1.000000
0.227500 1.000000 5.916080 1.000000
0.232500 1.000000 5.916080 1.000000
0.237500 1.000000 5.916080 1.000000
0.242500 1.000000 5.916080 1.000000
0.247500 1.000000 5.916080 1.000000
0.252500 1.000000 5.916080 1.000000
0.257500 1.000000 5.916080 1.000000
0.262500 1.000000 5.916080 1.000000
0.267500 1.000000 5.916080 1.000000
0.272500 1.000000 5.916080 1.000000
0.277500 1.000000 5.916080 1.000000
0.282500 1.000000 5.916080 1.000000
0.287500 1.000000 5.916080 1.000000
0.292500 1.000000 5.916080 1.000000
0.297500 1.000000 5.916080 1.000000
0.302500 1.000000 5.916080 1.000000
0.307500 1.000000 5.916080 1.000000
0.312500 1.000000 5.916080 1.000000
0.317500 1.000000 5.916080 1.000000
0.322500 1.000000 5.916080 1.000000
0.327500 1.000000 5.916080 1.000000
0.332500 1.000000 5.916080 1.000000
0.337500 1.000000 5.916080 1.000000
0.342500 1.000000 5.916080 1.000000
0.347500 1.000000 5.916080 1.000000
0.352500 1.000000 5.916080 1.000000
0.357500 1.000000 5.916080 1.000000
0.362500 1.000000 5.916080 1.000000
0.367500 1.000000 5.916080 1.000000
0.372500 1.000000 5.916080 1.000000
0.377500 1.000000 5.916080 1.000000
0.382500 1.000000 5.916080 1.000000
0.387500 1.000000 5.916080 1.000000
0.392500 1.000000 5.916080 1.000000
0.397500 1.000000 5.916080 1.000000
0.402500 1.000000 5.916080 1.000000
0.407500 1.000000 5.916080 1.000000
0.412500 1.000000 5.916080 1.000000
0.417500 1.000000 5.916080 1.000000
0.422500 1.000000 5.916080 1.000000
0.427500 1.000000 5.916080 1.000000
0.432500 1.000000 5.916080 1.000000
0.437500 1.000000 5.916080 1.000000
0.442500 1.000000 5.916080 1.000000
0.447500 1.000000 5.916080 1.000000
0.452500 1.000000 5.916080 1.000000
0.457500 1.000000 5.916080 1.000000
0.462500 1.000000 5.916080 1.000000
0.467500 1.000000 5.916080 1.000000
0.472500 1.000000 5.916080 1.000000
0.477500 1.000000 5.916080 1.000000
0.482500 1.000000 5.916080 1.000000
0.487500 1.000000 5.916080 1.000000
0.492500 1.000000 5.916080 1.000000
0.497500 1.000000 5.916080 1.000000
